ID,name,population,latitude,longitude
6747,Dworszowice Pakoszowe,800,51.1653000,19.0939800
6748,Dworszowice Kościelne,424,51.0790000,19.1225200
6749,Dubie,173,51.3657117,19.0636390
6750,Dubidze,712,51.1036770,19.1522721
6751,Drużbice,530,51.4633191,19.3942112
6752,Domaniew,120,51.9275074,19.0618580
6753,Dobroń,1210,51.6338200,19.2451600
6754,Dobieszków,130,51.8556402,19.5916194
6755,Dmosin,1500,51.9266971,19.7533414
6756,Dmenin,600,51.0678400,19.5573400
6757,Dłutów,1000,51.5564392,19.3928332
6758,Dębowa Góra,120,51.3069504,19.9800783
6759,Dalków,620,51.6350000,19.6657400
6760,Dalików,410,51.8823500,19.1016655
6761,Dąbrówka Duża,340,51.8519328,19.7271054
6762,Czołczyn,200,51.7691899,19.1689939
6763,Czerno,100,51.2509600,19.5695000
6764,Czerkiesy,205,51.1080100,19.0089200
6765,Czatolin,588,51.9865600,19.8701400
6766,Cisza,80,51.3785500,19.2182200
6767,Ciężków,120,51.8348559,19.2005092
6768,Chruścińskie,100,51.2000000,19.0166667
6769,Chełmo,1000,51.0741484,19.7478248
6770,Chabielice,500,51.2662047,19.1121660
6771,Cekanów,262,51.3166667,19.6833333
6772,Byszewy,250,51.8262861,19.6271557
6773,Bychlew,820,51.6298818,19.3607189
6774,Bujny,750,51.3713400,19.6411900
6775,Budzynek,140,51.9310517,19.1290096
6776,Budziszewice,880,51.6673927,19.9361782
6777,Budków,70,51.4191900,19.4975600
6778,Brudzice,874,51.1722531,19.3360233
6779,Bratoszewice,1100,51.9294881,19.6522861
6780,Borowa,150,51.1892072,19.3865816
6781,Borowa,471,51.0072000,19.0128700
6782,Bonarów,200,51.8600900,19.9115700
6783,Bogdanów,290,51.3479933,19.5087120
6784,Bleszyn,50,51.5239896,19.4835125
6785,Białocin,350,51.2816538,19.6175610
6786,Bełdów,310,51.8268978,19.1861037
6787,Będków,550,51.5882028,19.7447311
6788,Barycz,210,51.5935946,19.2153173
6789,Barkowice Mokre,130,51.4085000,19.8674200
6790,Barkowice,395,51.3927064,19.8384579
6791,Bałucz,110,51.6347600,19.0586300
6792,Bądków,126,51.9564600,19.4345300
6793,Bachorzyn,310,51.4859700,19.1944900
6794,Baby,782,51.5311500,19.7131900
6795,Antopol,30,51.0845626,19.5422667
6796,Janówka,665,51.7387592,19.6824976
6797,Anastazów,70,51.4124902,19.3214442
6798,Aleksandrów Łódzki,21245,51.8196533,19.3035375
6799,Aleksandrówek,120,51.5616382,19.2062172
6800,Żyraków,1400,50.0859393,21.3947638
6801,Żydówek,94,50.6106549,20.6247419
6802,Żydów,198,50.1271762,20.2761331
6803,Życiny,317,50.6477949,21.0260873
6804,Żurawniki,120,50.7514700,21.5047700
6805,Żurawniki,210,50.3792833,20.6299006
6806,Żurawie,284,50.8022310,22.7823477
6807,Żupawa,850,50.5814029,21.7853239
6808,Zubowice,560,50.6218642,23.5598842
6809,Zrecze Małe,260,50.6073253,20.7816343
6810,Żołynia,5145,50.1614341,22.3062798
6811,Żniatyn,191,50.4777777,23.9775632
6812,Złota Woda,259,50.7787811,21.0443812
6813,Ziempniów,543,50.3244494,21.2332335
6814,Ziemblice,140,50.5551114,21.1030697
6815,Zielonki,339,50.5476864,20.1275931
6816,Zdziary,510,50.5703055,22.2571786
6817,Zdanów,300,50.7084463,21.5546527
6818,Zbrza,340,50.7305298,20.5736984
6819,Zborówek,155,50.4000000,21.1000000
6820,Zbludowice,1108,50.4473705,20.7265589
6821,Zbigniewice,131,50.6120649,21.4995305
6822,Stara Zbelutka,472,50.7242750,21.1072788
6823,Zawisełcze,238,50.6644203,21.7206525
6824,Zawierzbie,243,50.6469392,21.7085360
6825,Zawierzbie,781,50.0665849,21.3989919
6826,Zastów,610,50.1217435,20.0530243
6827,Zaryszyn,650,50.4560243,20.2483419
6828,Żary,38,50.4458915,22.6496124
6829,Zarogów,380,50.3390793,20.1103235
6830,Zapole,313,50.2121852,21.6994740
6831,Zalezianka,410,50.9952301,20.7521248
6832,Zaldów,140,50.7387702,21.2719074
6833,Załawcze,215,50.8151284,22.7431125
6834,Zakrzówek,1400,50.9511963,22.3797990
6835,Zakrzów,280,50.7707129,20.1299787
6836,Zakrzów,290,50.6871365,21.4656512
6837,Zakrucze,340,50.8318566,20.2863901
6838,Zajeziorze,551,50.6328229,21.6676410
6839,Zajączkowice,260,50.8868763,21.2226907
6840,Zajączków,900,50.8571644,20.3472268
6841,Zagrody,380,50.8289006,20.5345431
6842,Zagrody,140,50.7332300,21.6169300
6843,Zagrody,150,50.5926561,21.1162534
6844,Zagnańsk,1726,50.9800365,20.6632227
6845,Zagaje Smrokowskie,299,50.2719061,20.0235472
6846,Zaduszniki,260,50.4654600,21.4608500
6847,Zaczernie,2965,50.0929648,21.9960490
6848,Zaborce,120,50.7885863,23.6696137
6849,Żabiec,439,50.3504746,21.0719152
6850,Wzory,360,50.7236342,21.2459415
6851,Wzdół Rządowy,550,50.9831205,20.8580484
6852,Wyszmontów,470,50.8652200,21.6516300
6853,Występy,510,50.8675816,20.1964666
6854,Występa,380,50.9854808,20.7407214
6855,Wymysłów,430,50.9697682,21.3396459
6856,Wymysłów,24,50.6405469,20.9933609
6857,Wymysłów,90,50.4579665,21.2583424
6858,Wylewa,846,50.1913799,22.6170360
6859,Wygnanów,54,50.1189299,20.3153601
6860,Wygiełzów,140,50.6956667,21.2412432
6861,Wycinka,80,50.9895100,21.5767400
6862,Wszechświęte,120,50.8643656,21.4284054
6863,Wszachów,780,50.7623118,21.1691196
6864,Wronowice,310,50.6818649,23.7151848
6865,Wronin,560,50.1471800,20.2058100
6866,Wólka Żabna,122,50.5933915,21.1451245
6867,Wólka Wojnowska,210,50.8779085,21.5526311
6868,Wólka Szczecka,170,50.8044436,21.9690189
6869,Wólka Pokłonna,258,50.7199326,20.9936995
6870,Wólka Pełkińska,1500,50.0923437,22.6062182
6871,Wólka Niedźwiedzka,1800,50.2421416,22.1851572
6872,Wólka Lipowa,170,50.9579678,21.7001611
6873,Wólka Kłucka,573,50.9943832,20.3699661
6874,Wólka Chrapanowska,110,50.8462313,21.7286299
6875,Wólka Bodzechowska,420,50.9271339,21.4495248
6876,Wola Zdakowska,600,50.4172500,21.4008700
6877,Wola Zarczycka,3793,50.2864570,22.2510349
6878,Zamkowa Wola,337,50.8179344,21.0770035
6879,Wola Wiśniowska,120,50.5771456,21.2777904
6880,Wola Wąkopna,120,50.7211035,21.0134167
6881,Wola Tesserowa,370,50.7704800,20.2796500
6882,Wola Szczygiełkowa,610,50.8967300,20.9610500
6883,Wola Świdzińska,156,50.9333333,20.0833333
6884,Wola Rzędzińska,5661,50.0372232,21.0643940
6885,Wola Rusinowska,1013,50.3570727,21.8317912
6886,Wola Różaniecka,784,50.3258442,22.7597752
6887,Wola Osowa,180,50.6212323,21.1061918
6888,Wola Obszańska,617,50.3179658,22.9102851
6889,Wola Murowana,375,50.7949600,20.5324600
6890,Wola Morawicka,810,50.7354786,20.6346479
6891,Wola Mielecka,1823,50.2815451,21.3879550
6892,Wola Malkowska,255,50.6607940,21.1940575
6893,Wola Lubecka,180,50.4915940,20.3454518
6894,Wola Łagowska,510,50.7600928,21.0814227
6895,Wola Kulońska,83,50.3668431,22.6231374
6896,Wola Kopcowa,1372,50.8836511,20.7153529
6897,Wola Kiełczyńska,190,50.6637267,21.2354294
6898,Wołajowice,174,50.8676728,23.8854884
6899,Wola Jachowa,1435,50.8487515,20.8693661
6900,Wola Grójecka,120,50.8873640,21.4695169
6901,Wola Dereźniańska,378,50.4862853,22.6603309
6902,Wola Biechowska,143,50.3764754,21.0169391
6903,Wola Batorska,2379,50.0524215,20.2656679
6904,Wójeczka,208,50.4004684,20.9642848
6905,Wójcza,378,50.3918513,20.9820646
6906,Wojciechów,142,50.9275517,20.1714420
6907,Wojciechów,580,50.2555639,20.5212272
6908,Wodzisław,1153,50.5211403,20.1909163
6909,Wnorów,300,50.5667411,21.4875281
6910,Włostów,1800,50.7464985,21.4413527
6911,Wlonice,40,50.9158095,21.7222765
6912,Wlonice,205,50.8341111,21.6577281
6913,Włochy,290,50.8968119,21.1450990
6914,Włochy,260,50.5285414,20.5682945
6915,Witowice,240,50.6497136,21.3543790
6916,Wiśniówka,594,50.9333939,20.6763340
6917,Wiśniowa Poduchowna,360,50.6035380,21.2299776
6918,Wiśniowa,600,50.5935162,21.2505274
6919,Wiśniowa,870,49.9982223,21.7540371
6920,Wiśnicz,250,50.7991499,20.1756672
6921,Wiślica,680,50.3484831,20.6745381
6922,Wincentów,660,50.8831235,20.4408589
6923,Wilkowa,270,50.4555586,21.1610366
6924,Wilczyce,830,50.7480511,21.6591565
6925,Wierzchosławice,3000,50.0274989,20.8593482
6926,Wielogóra,211,50.6659151,21.6187419
6927,Wieloborowice,310,50.9159113,21.1530522
6928,Wielkie Oczy,880,50.0260500,23.1627400
6929,Wielki Dół,130,50.3167592,20.0297124
6930,Wielebnów,333,50.9542117,20.2640807
6931,Widoma,365,50.2023872,20.0120045
6932,Widnica,170,50.3987884,20.0331974
6933,Widełki,340,50.7639231,20.9377913
6934,Widełka,2200,50.2035715,21.8805279
6935,Wiązownica,1700,50.0748800,22.7118300
6936,Wesołówka,90,50.9709237,21.7986337
6937,Wesoła,160,50.8603214,20.3207723
6938,Wesoła,153,50.2230392,20.0418932
6939,Werynia,1500,50.2498664,21.8216864
6940,Wełecz,560,50.4712300,20.6665300
6941,Węgrzce Wielkie,2800,50.0148566,20.1099342
6942,Węgliska,450,50.1636721,22.2035994
6943,Węgleszyn,600,50.7537400,20.1689300
6944,Węgleniec,180,50.6077202,20.3459941
6945,Wąworków,420,50.7935887,21.4491181
6946,Waśniów,460,50.8994559,21.2231961
6947,Warszówek,440,50.9587620,21.1057318
6948,Waganowice,290,50.2320030,20.1348046
6949,Uście Solne,950,50.1192650,20.5146666
6950,Usarzów,410,50.7041025,21.5248240
6951,Urzejowice,1800,50.0120549,22.4628679
6952,Umer,467,50.9876844,20.5830197
6953,Ulów,40,50.9899030,21.5866236
6954,Ulhówek,1262,50.4495488,23.7856523
6955,Ujny,180,50.7157039,20.8113833
6956,Udziców,113,50.9433791,21.2964328
6957,Ucisków,108,50.3231629,20.7935009
6958,Ubrodowice,324,50.9072602,23.8867209
6959,Ublinek,270,50.7444271,21.3925259
6960,Tymce,307,50.2023513,23.2350150
6961,Tuszyma,2405,50.1968443,21.5131551
6962,Tuszów Narodowy,920,50.3706214,21.4641340
6963,Tuklęcz,251,50.5056948,21.1784864
6964,Tudorów,150,50.7686624,21.4505280
6965,Trzonów,250,50.4290812,20.2519251
6966,Trzeszków,370,50.9293821,21.1242045
6967,Trzęsówka,3000,50.2883828,21.6938393
6968,Trześń,1291,50.3340199,21.4963720
6969,Trześń,682,50.2217482,21.6709559
6970,Trzebownisko,3082,50.0780016,22.0364592
6971,Trzeboś,2015,50.2062665,22.1465241
6972,Trzebiesławice,240,50.5728005,21.5069278
6973,Trzebica,224,50.3355884,20.9716263
6974,Trzciana,1300,50.3017465,21.3419433
6975,Trzciana,2300,50.0721411,21.8394499
6976,Tryńcza,2000,50.1590707,22.5524678
6977,Tropiszów,770,50.1011019,20.2095619
6978,Trątnowice,260,50.2047168,20.1197054
6979,Tominy,140,50.8537112,21.6777628
6980,Tomaszów,70,50.9906232,21.7491666
6981,Tokarnia,1400,50.7648231,20.4445747
6982,Tochołów,270,50.4082675,20.1140840
6983,Tereszpol-Kukiełki,919,50.5538159,22.9307592
6984,Teofilów,280,50.9650508,21.6039058
6985,Tęcza,380,50.7303531,21.3163725
6986,Tarnobrzeg,46360,50.5715277,21.6704871
6987,Tarnawiec,270,50.2838567,22.4810514
6988,Szyszków,560,50.3649608,22.5335163
6989,Szyszczyce,260,50.5827392,20.7763066
6990,Szydłów,1076,50.5907684,21.0045698
6991,Szyby,380,50.8990900,21.3458800
6992,Szwarszowice,330,50.9014928,21.3060730
6993,Szumsko,200,50.7014083,21.0899255
6994,Sztombergi,240,50.6091130,21.2150661
6995,Szpikołosy,469,50.8674943,23.9266442
6996,Szówsko,4009,50.0515500,22.7130700
6997,Szopinek,471,50.7267483,23.3216339
6998,Szewna,1900,50.9164139,21.3606697
6999,Szczutków,387,50.1089800,23.1119700
7000,Szczurowa,1800,50.1190396,20.6373655
7001,Szczukowice,650,50.8865761,20.5154812
7002,Szczucice,110,50.8545989,21.4057416
7003,Szczepiatyn,210,50.4257022,23.8209768
7004,Szczepanowice,460,50.3012952,20.0453666
7005,Szczepanowice,200,50.1954180,20.1091586
7006,Szczepanów,949,50.0049255,20.6544478
7007,Szczeka,445,50.4937960,21.2624414
7008,Szczeglice,250,50.6750586,21.3135537
7009,Szczecno,740,50.7327279,20.7643928
7010,Szczaworyż,230,50.4521139,20.8027115
7011,Szaniec,770,50.5182791,20.6866083
7012,Szałas,119,50.5730778,19.9888642
7013,Sydzyna,127,50.4661703,21.1692934
7014,Swojków,100,50.7270507,21.4296235
7015,Świrna,410,50.9220219,21.3370227
7016,Świlcza,3000,50.0714236,21.8998941
7017,Świężyca,183,50.5935324,21.6357046
7018,Świętoniowa,800,50.0967009,22.4315181
7019,Świętomarz,120,50.9349170,21.0298010
7020,Święta Katarzyna,768,50.9062511,20.8809487
7021,Świerszczów,257,50.8196855,23.9179332
7022,Święcice,200,50.3993404,20.2288860
7023,Święcica,410,50.7032743,21.5819393
7024,Święcica,348,50.5051691,21.1434531
7025,Świdno,380,50.9202656,20.0857969
7026,Suszka,8,50.4600027,22.5782978
7027,Suskrajowice,120,50.5597231,20.7876432
7028,Sulów,1100,50.9047576,22.3631684
7029,Sułów,460,50.7699256,22.9578221
7030,Sułków,373,50.8826866,20.0822937
7031,Suliszów,180,50.6461397,20.6707658
7032,Suliszów,290,50.5760145,21.4933201
7033,Sulisławice,430,50.5865838,21.4686759
7034,Suków,2138,50.8141172,20.6875924
7035,Sufczyce,330,50.4689227,21.0673763
7036,Suchodębie,70,50.8168318,23.3550690
7037,Strzyżowice,420,50.7532650,21.3786630
7038,Strzegomek,373,50.5228711,21.3112073
7039,Strzegom,519,50.5141436,21.3234006
7040,Stryczowice,240,50.8662535,21.2905015
7041,Strużki,60,50.4764007,21.3597248
7042,Strupice,130,50.9023930,21.2383622
7043,Strożyska,365,50.3385923,20.7724816
7044,Strojnów,220,50.6562833,20.7951699
7045,Strochcice,166,50.6691492,21.7167558
7046,Stręgoborzyce,420,50.1262895,20.2963080
7047,Strażów,1400,50.0679954,22.1328471
7048,Strawczynek,940,50.9397200,20.4486278
7049,Strawczyn,1000,50.9415044,20.4201116
7050,Straszęcin,1500,50.0626412,21.3574907
7051,Strączków,199,50.6347022,21.5626067
7052,Stopnica,1500,50.4382587,20.9385676
7053,Stoki Stare,100,50.9588139,21.5499090
7054,Stoki Małe,90,50.9641805,21.5502185
7055,Stoki Duże,100,50.9618679,21.5583752
7056,Stojewsko,137,50.9111946,20.1488937
7057,Stobierna,1500,50.0299211,21.4883893
7058,Sternalice,240,50.7003600,21.5027100
7059,Stefanówek,190,50.5383630,21.1407886
7060,Stefankowice,255,50.9040700,23.8480200
7061,Staszów,15384,50.5612276,21.1677849
7062,Stasiówka,1100,50.0149807,21.4765873
7063,Świniary Stare,600,50.5433712,21.5327071
7064,Stare Sioło,450,50.1611367,22.9524384
7065,Stara Słupia,1000,50.8703540,21.1197584
7066,Staniątki,3000,50.0106406,20.1941445
7067,Sroczków,466,50.4175996,21.0645755
7068,Sośniczany,431,50.6153209,21.5997782
7069,Solec-Zdrój,900,50.3675523,20.8871758
7070,Sokołów Małopolski,4040,50.2311643,22.1189272
7071,Sobów,390,50.8841541,21.6907982
7072,Sobków,870,50.6981874,20.4559353
7073,Snochowice,504,50.9479818,20.3033478
7074,Smyków,452,50.8161630,20.8709430
7075,Smyków,38,50.7122351,20.8929888
7076,Smroków,282,50.2824559,20.0324396
7077,Śmiechowice,241,50.6598572,21.6177189
7078,Smerdyna,548,50.5928920,21.3282118
7079,Słupów,370,50.3604296,20.3099328
7080,Słupiec,600,50.3577457,21.1891371
7081,Słowik,100,50.8317901,20.5389729
7082,Słopiec,800,50.7798497,20.7731866
7083,Słomniki,4423,50.2403739,20.0811369
7084,Słodków Trzeci,700,50.8867953,22.3001109
7085,Słoboda,150,50.3006709,22.6077495
7086,Ślęcin,420,50.6666030,20.0809899
7087,Sławice Szlacheckie,250,50.3197355,20.0747749
7088,Śladów,240,50.3849299,20.1866918
7089,Śladków Mały,460,50.5805223,20.7477696
7090,Śladków Duży,450,50.5780974,20.7062959
7091,Słaboszowice,150,50.5838505,20.1939641
7092,Słaboszów,340,50.3875935,20.2749640
7093,Skrzyszów,1050,50.0930179,21.5587837
7094,Skrzelczyce,870,50.7175420,20.7209001
7095,Skroniów,870,50.6296081,20.2547922
7096,Skorzeszyce,1453,50.8306914,20.8798790
7097,Skorków,641,50.8558683,20.2203248
7098,Skiby,360,50.8186962,20.4337059
7099,Skały,190,50.9021196,21.1570200
7100,Skalbmierz,1315,50.3170888,20.3996843
7101,Sieraków,200,50.8072973,20.8863132
7102,Siemnice,390,50.5520582,23.6239729
7103,Sielec,308,50.5425432,21.1298981
7104,Sielec,60,50.5309640,20.1336642
7105,Siekierno-Przedgrab,390,50.9835747,20.9497769
7106,Siedleszczany,246,50.5098332,21.5953185
7107,Siedlce,610,50.7421646,20.4944911
7108,Siedlanka,687,50.2589042,21.6749346
7109,Sichów Mały,405,50.4868908,21.1635599
7110,Sichów Duży,584,50.4912506,21.1466925
7111,Serwis,290,50.8888534,21.0831019
7112,Sępichów,402,50.3122406,20.7592395
7113,Sędziszów Małopolski,7492,50.0715996,21.7007524
7114,Sędziszów,6707,50.5647810,20.0538047
7115,Sędek,511,50.7647474,21.0207325
7116,Sarnia Zwola,270,50.8634655,21.1694135
7117,Sandomierz,24552,50.6793066,21.7495055
7118,Sancygniów,260,50.4117695,20.3209313
7119,Samsonów,1125,50.9912681,20.6155168
7120,Samostrzałów,216,50.5963982,20.6362950
7121,Samborzec,475,50.6465101,21.6490546
7122,Sadowie,600,50.8527639,21.3684550
7123,Sadłowice,201,50.7795613,21.5730994
7124,Sadkowa Góra,890,50.3917903,21.3306039
7125,Sadków,445,50.7352524,21.0764775
7126,Rzeszówek,220,50.7437269,20.0670695
7127,Rzeplin,520,50.4672540,23.8494916
7128,Rzegocin,137,50.3456819,20.8324644
7129,Rzędzianowice,1289,50.3180440,21.3973915
7130,Rzędowice,410,50.4407960,20.0890090
7131,Rzeczyca Księża,830,50.8649699,22.2248271
7132,Rząbiec,500,50.8258451,20.0673718
7133,Rytwiany,1821,50.5288665,21.2058174
7134,Ryłowice,143,50.6335609,21.5532699
7135,Rykoszyn,970,50.8603914,20.4075141
7136,Rydzów,348,50.2422375,21.3660785
7137,Rudna Wielka,1130,50.0883033,21.9473131
7138,Rudna Mała,1100,50.0989298,21.9602711
7139,Ruda-Zagrody,91,50.4901340,22.6421604
7140,Ruda Strawczyńska,710,50.9448176,20.3711763
7141,Ruda Różaniecka,1200,50.3235992,23.1839616
7142,Ruda Kościelna,280,50.9454324,21.5494357
7143,Rożki,340,50.7072488,21.6284808
7144,Rozbórz,2005,50.0548563,22.5451595
7145,Ropczyce,15683,50.0528608,21.6116324
7146,Romanów,60,50.8792977,21.3997454
7147,Rokitów,304,50.8116100,22.7609900
7148,Rokitno,260,50.4757235,23.7829242
7149,Rogalów,88,50.9139007,20.1112687
7150,Rembów,330,50.7031222,21.0552796
7151,Rembieszyce,320,50.7581493,20.2969047
7152,Rembiechowa,420,50.7471094,20.1996249
7153,Rataje Słupskie,670,50.3320237,21.0560638
7154,Raszówek,90,50.3627728,20.2182972
7155,Rapy Dylańskie,104,50.5923666,22.7507918
7156,Raniżów,2200,50.2586609,21.9714293
7157,Rakszawa,6100,50.1699630,22.2324531
7158,Rakówka,132,50.6671247,21.1170882
7159,Rakoszyn,380,50.6518200,20.0880128
7160,Radzięcin,746,50.6868877,22.7014853
7161,Radwan,250,50.6973681,21.2996066
7162,Radruż,260,50.1779500,23.4012600
7163,Radostów,183,50.7088564,21.1118710
7164,Radkowice,610,50.9811921,21.0377797
7165,Radkowice,600,50.7894076,20.4972535
7166,Racławice,510,50.3247214,20.2356859
7167,Pustynia,1100,50.0738682,21.4504692
7168,Pułaczów,70,50.6821374,21.1364466
7169,Psary-Stara Wieś,500,50.9427427,20.9140556
7170,Przyjmo,504,50.9805069,20.5121394
7171,Przychojec,1000,50.2987400,22.4011000
7172,Przybysławice,200,50.8300890,21.6722366
7173,Przybysławice,200,50.6554537,21.4930691
7174,Przybysławice,490,50.4460177,20.0589245
7175,Przyborów,1700,50.0326616,20.6623596
7176,Przezwody,350,50.7596900,21.6324000
7177,Przewrotne,1726,50.2138636,21.9507911
7178,Przeworsk,15779,50.0601735,22.4923769
7179,Przewodów,710,50.4731419,23.9338445
7180,Przeuszyn,270,50.8332136,21.5065251
7181,Przesławice,340,50.3110794,20.0118638
7182,Przepiórów,280,50.7037253,21.3879490
7183,Przemęczanki,170,50.2784635,20.2249406
7184,Przededworze,825,50.6114475,20.7264948
7185,Przeczów,90,50.4093091,21.1926360
7186,Prząsław,410,50.6553824,20.2252038
7187,Prusie,110,50.2460980,23.5179091
7188,Proszowice,6184,50.1926479,20.2917555
7189,Promnik,1100,50.9210681,20.4323378
7190,Prawęcin,292,50.9573020,21.2341830
7191,Prandocin-Iły,403,50.2785029,20.0934089
7192,Prandocin,767,50.2663277,20.0931047
7193,Potok Wielki,502,50.7844381,22.2265802
7194,Potok Rządowy,104,50.6493177,20.9854939
7195,Potok Mały,240,50.5933589,20.2305609
7196,Postronna,283,50.6313222,21.5233320
7197,Poskwitów,480,50.2230762,20.0095920
7198,Poręby Dymarskie,845,50.3203252,21.8037513
7199,Poradów,170,50.3339021,20.0505162
7200,Porąbki,701,50.8668193,20.8888551
7201,Polanowice,687,50.1985200,20.0762244
7202,Połaniec,8347,50.4329071,21.2810473
7203,Pokrzywianka,300,50.8978793,21.1331202
7204,Pojałowice,330,50.3202589,20.1040881
7205,Pogórska Wola,2707,50.0177656,21.1577533
7206,Podszkodzie,420,50.9030648,21.3374642
7207,Podstoła,200,50.6749407,20.8482957
7208,Polichno,180,50.8190099,20.3983705
7209,Podmąchocice,170,50.8905171,20.7873982
7210,Podłęże,1924,50.0140729,20.1614219
7211,Podleszany,1562,50.2718092,21.4115855
7212,Podlesko,65,50.9189075,20.1318229
7213,Podlaszcze,120,50.6584487,20.3742727
7214,Podgrodzie,1600,50.0125678,21.3509203
7215,Podewsie,116,50.9663829,20.3462449
7216,Poddębowiec,150,50.6166454,21.1798890
7217,Podborek,159,50.4915936,21.1186556
7218,Płucki,277,50.7933947,21.0622457
7219,Płazów,480,50.3137294,23.2446857
7220,Pławo,600,50.3723974,21.3775666
7221,Płaczkowice,80,50.6936077,21.4049172
7222,Piskrzyn,220,50.7708109,21.2698607
7223,Piotrów,150,50.9157866,21.2322112
7224,Piórków,480,50.8016819,21.1689732
7225,Piołunka,170,50.5692445,20.1389283
7226,Pińczów,11306,50.5201929,20.5256241
7227,Pilchów,1024,50.6175147,22.0233945
7228,Piłatka,390,50.8056414,22.4712974
7229,Pigany,339,50.2040800,22.5842000
7230,Pierzchnica,870,50.6974266,20.7544258
7231,Pierzchnianka,250,50.7019365,20.7778854
7232,Pielgrzymka,40,50.9807745,21.9264353
7233,Pielaszów,200,50.7612100,21.5749000
7234,Piekoszów,2300,50.8814220,20.4642464
7235,Pieczonogi,450,50.4603407,21.0008594
7236,Piasek Wielki,508,50.3680149,20.7918314
7237,Pępice,469,50.9739465,20.4969346
7238,Pełczyska,460,50.3568156,20.5682714
7239,Pęchów,450,50.6704219,21.4500344
7240,Pawłowice,370,50.5825218,20.0911243
7241,Pawłowa,160,50.2550986,22.7682880
7242,Pawłów,1100,50.9621212,21.1205169
7243,Pawlichy,44,50.4311875,22.7533840
7244,Paszczyna,1500,50.0873919,21.5207240
7245,Pasturka,360,50.4963400,20.5667900
7246,Parkoszowice,210,50.3229589,20.0547952
7247,Parchocin,410,50.3236900,20.9590887
7248,Paluchy,150,50.2198043,22.5848711
7249,Palikówka,2000,50.0815442,22.1427715
7250,Pągowiec,78,50.6715841,21.0404875
7251,Padew Narodowa,2300,50.4362952,21.4967531
7252,Pacanówka,207,50.5046257,21.1252815
7253,Pacanów,1137,50.3999656,21.0409852
7254,Oziębłów,210,50.7887957,21.3325520
7255,Ożarów,4730,50.8864089,21.6656244
7256,Ostrowy Tuszowskie,930,50.3187297,21.6556320
7257,Ostrów Królewski,325,50.0203754,20.4980425
7258,Ostrowiec Świętokrzyski,72277,50.9398768,21.3874300
7259,Ostrowce,164,50.3369470,20.8654337
7260,Ossolin,180,50.6781947,21.5041949
7261,Ossala,400,50.4848284,21.3732086
7262,Orzelec Mały,100,50.4153765,21.1298541
7263,Orzelec Duży,320,50.3979023,21.1418604
7264,Orłów,162,50.2919668,20.0450395
7265,Opatów,6767,50.8017661,21.4238281
7266,Olszownica,440,50.8037863,21.2455040
7267,Olimpów,530,50.0055111,21.7558043
7268,Oleszyce,3053,50.1682003,23.0314836
7269,Olbierzowice,190,50.6574152,21.3913267
7270,Okulice,250,50.0602917,20.5305024
7271,Oksa,890,50.7283800,20.1021900
7272,Okalina-Wieś,100,50.7772262,21.4224118
7273,Ogrójce,1,50.8932209,20.1705625
7274,Oględów,402,50.5650970,21.1231070
7275,Oficjałów,180,50.7886069,21.4403490
7276,Odwiśle,640,50.0825782,20.2642226
7277,Ociesęki,394,50.7379258,20.9716350
7278,Ocieka,1200,50.1403031,21.5885325
7279,Obsza,861,50.3152300,22.9618200
7280,Obrowiec,480,50.8185645,23.8334080
7281,Obręczna,290,50.8649589,21.3922671
7282,Oblekoń,680,50.3318041,21.0112535
7283,Oblęgorek,950,50.9548970,20.4775863
7284,Oblęgór,870,50.9572595,20.4548082
7285,Obice,630,50.6830200,20.6049400
7286,Nowy Korczyn,1032,50.2994316,20.8090569
7287,Nowosiółki Kardynalskie,130,50.3897137,23.6389622
7288,Nowosielce,1600,50.0585746,22.4024477
7289,Nowe Sioło,1300,50.2297931,23.1665903
7290,Nowe Brzesko,1700,50.1322823,20.3767203
7291,Nowa Słupia,1600,50.8640377,21.0907296
7292,Nowa Sarzyna,6177,50.3198578,22.3433771
7293,Nowa Dęba,11507,50.4134850,21.7541268
7294,Nosówka,1223,50.0248332,21.8771830
7295,Nosów,140,50.9171100,21.2178500
7296,Nockowa,1200,50.0199127,21.7918784
7297,Niwiska,1542,50.2244560,21.6199128
7298,Nikisiałka Mała,140,50.7755253,21.4935009
7299,Nikisiałka Duża,230,50.7894859,21.5029457
7300,Niezwojowice,430,50.3096558,20.3189551
7301,Nieszków,190,50.3794652,20.2809714
7302,Niestachów,800,50.8265557,20.7423898
7303,Nieskurzów Stary,570,50.8070872,21.2037070
7304,Nieskurzów Nowy,410,50.7899616,21.1955042
7305,Niepołomice,13276,50.0331163,20.2171599
7306,Niemstów,530,50.2603748,23.0533282
7307,Niemścice,220,50.5756761,21.1065215
7308,Niemienice,290,50.8354255,21.3277414
7309,Nielepkowice,417,50.0984300,22.6795100
7310,Nieledew,1700,50.8308846,23.7916493
7311,Niegosławice,400,50.5230620,20.3151636
7312,Niegosławice,161,50.3948064,21.0261341
7313,Nieczulice,470,50.9129007,21.1069360
7314,Nida,440,50.7543196,20.5549507
7315,Nawodzice,650,50.6218406,21.4271847
7316,Nasławice,220,50.6724142,21.5361513
7317,Nasiechowice,390,50.3079261,20.1418996
7318,Napęków,655,50.8238051,20.9042971
7319,Nagoszyn,1600,50.1346984,21.4229390
7320,Nagłowice,950,50.6783328,20.1061001
7321,Mydłów,460,50.7260775,21.3796923
7322,Mychów,300,50.9130524,21.2968288
