ID,name,population,latitude,longitude
7323,Muniakowice,238,50.2820146,20.1369775
7324,Mściów,920,50.7114474,21.8069530
7325,Mrowla,1300,50.0962272,21.9113809
7326,Mozgawa,250,50.4414667,20.5129906
7327,Moszyny,320,50.6448083,21.2853126
7328,Moszczanica,560,50.2837968,22.8996384
7329,Mosty Małe,75,50.3107999,23.5687412
7330,Moroczyn,346,50.8407451,23.9359291
7331,Morawica,1576,50.7478149,20.6181270
7332,Moniatycze,473,50.8644387,23.8633823
7333,Momina,160,50.8794222,21.2761426
7334,Mokrzyska,2700,50.0118880,20.6253185
7335,Mójcza,1100,50.8388456,20.6838841
7336,Modrzewie,230,50.9222564,21.0664546
7337,Modrzany,110,50.1668894,20.4921394
7338,Modliborzyce,430,50.7765833,21.2915316
7339,Mniszów,260,50.1561599,20.3761278
7340,Mnichów,1100,50.6981636,20.3657907
7341,Młodów,910,50.1607865,23.1540510
7342,Miroszów,160,50.3502950,20.2771604
7343,Mirocice,570,50.8842122,21.0467978
7344,Mirkowice,240,50.8879005,21.3135470
7345,Minostowice,200,50.6614880,20.6733444
7346,Mikułowice,168,50.8543800,21.5958293
7347,Mikulice,519,50.0104259,22.4254745
7348,Mikluszowice,800,50.0662842,20.4606922
7349,Mierzawa,300,50.5734231,20.2232686
7350,Mierzanowice,168,50.8496517,21.5636612
7351,Miernów,330,50.3394789,20.5847200
7352,Mielec,60075,50.2895423,21.4228413
7353,Miękisz Nowy,680,50.0394200,22.9797100
7354,Międzygórz,300,50.7382300,21.5409700
7355,Miedzianka,330,50.8400336,20.3677596
7356,Miedziana Góra,2317,50.9366795,20.5617349
7357,Miedniki,213,50.8846612,23.7358213
7358,Mieczyn,393,50.9098700,20.1922300
7359,Miechów,11832,50.3566016,20.0276912
7360,Micigózd,990,50.8985745,20.4587520
7361,Miąsowa,659,50.7172684,20.3730598
7362,Mianocice,330,50.4371163,20.1131622
7363,Metelin,260,50.7472473,23.8562995
7364,Melonek,157,50.7380202,21.1437118
7365,Medynia Głogowska,1650,50.1591311,22.1394163
7366,Mędrów,121,50.6961955,20.9731736
7367,Męczennice,140,50.7636423,21.5354044
7368,Matiaszów,260,50.4690699,21.4233431
7369,Masłomiąca,510,50.1619282,19.9995532
7370,Masłomęcz,404,50.7226700,23.9013100
7371,Marysin,140,50.6354925,23.6205979
7372,Markowizna,437,50.2928197,22.0960126
7373,Markowa,4100,50.0245067,22.3112211
7374,Marianów,223,50.9133095,20.2231351
7375,Marianów,260,50.7005916,21.2264732
7376,Marchocice,220,50.3245841,20.1846801
7377,Manasterz,712,50.1184902,22.6673707
7378,Małoszów,110,50.4166667,20.1500000
7379,Małogoszcz,3929,50.8123487,20.2648324
7380,Małogoskie,130,50.9128329,20.3810067
7381,Malmurzyn,153,50.9794090,20.4528305
7382,Malkowice,180,50.6749968,21.1928580
7383,Malice Kościelne,160,50.7617349,21.5105069
7384,Malice,310,50.6747884,21.6576176
7385,Maleszowa,350,50.6818209,20.7259209
7386,Maleniska,900,50.2673894,22.3460894
7387,Malawa,2850,50.0285549,22.1050768
7388,Małacentów,66,50.8036540,21.0327471
7389,Maksymów,80,50.9386343,21.7755264
7390,Maksymilianów,230,50.9879970,21.5089518
7391,Majdan Sieniawski,1600,50.2902790,22.7179688
7392,Majdan-Grabina,820,50.9219910,22.4059258
7393,Majdan Golczański,685,50.5620375,22.3548582
7394,Maciejów,150,50.4008133,20.2042040
7395,Mąchocice-Scholasteria,454,50.9147576,20.7760512
7396,Machnówek,170,50.4150506,23.9052038
7397,Łyczba,170,50.4100458,21.1711852
7398,Łukowa,810,50.7278647,20.5345205
7399,Łukowa,610,50.3262000,22.3754800
7400,Łukawka,89,50.8115265,21.5443165
7401,Łukawiec,2500,50.1051946,22.1014888
7402,Łukawica,287,50.6094029,21.2995783
7403,Łukawica,280,50.3321170,23.3925050
7404,Łukawa,450,50.7660464,21.7018583
7405,Ludynia,401,50.8433548,20.1169966
7406,Ludmiłówka,530,50.9330188,22.0300330
7407,Luchów Górny,598,50.3319438,22.6958293
7408,Luchów Dolny,589,50.3203100,22.6421800
7409,Lubzina,1800,50.0642501,21.5236979
7410,Luborzyca,590,50.1370630,20.1082480
7411,Łubcze,356,50.4517355,23.6607604
7412,Lubaczów,12517,50.1574473,23.1225859
7413,Łownica,220,50.7033321,21.4280023
7414,Łowinia,310,50.6052256,20.1114828
7415,Łosienek,540,50.8854679,20.3664751
7416,Łosień,270,50.9056661,20.3679972
7417,Łopuszno,1454,50.9486160,20.2505964
7418,Łopatno,290,50.6928585,21.2606464
7419,Łopata,119,50.7898800,21.6027300
7420,Łoniów,450,50.5643783,21.5262380
7421,Łomno,700,50.9112376,21.0434820
7422,Łojowice,136,50.6737300,21.6670600
7423,Lisie Jamy,1187,50.1460139,23.1667785
7424,Lisia Góra,3019,50.0803263,21.0349497
7425,Stary Lipowiec,200,50.4546439,22.8375900
7426,Lipna Wola,183,50.2654049,20.0160504
7427,Leżajsk,14363,50.2621687,22.4188920
7428,Leżachów,500,50.1476408,22.6169225
7429,Łętownia,1450,50.3247216,22.2342123
7430,Leszczyny,960,50.8750276,20.7591732
7431,Leszczków,450,50.7448565,21.4874273
7432,Lesica,250,50.8680358,20.3604885
7433,Lenarczyce,480,50.7041300,21.6658600
7434,Lemierze,190,50.9852233,21.5626244
7435,Łęka Szczucińska,410,50.3282653,21.0840851
7436,Lechówek,377,50.7956028,21.0214078
7437,Lechów,1200,50.8058501,20.9994606
7438,Łaziska,390,50.8641702,20.4587536
7439,Łaziska,200,50.6156532,21.2623303
7440,Latoszyn,1700,50.0269132,21.3753051
7441,Łatanice,370,50.4157968,20.7009739
7442,Laszki,1827,50.0216300,22.9009300
7443,Łaszczów,2202,50.5326150,23.7263929
7444,Lasocin,374,50.9732095,20.1452927
7445,Lasochów,210,50.7880307,20.1724612
7446,Łańcut,18074,50.0690725,22.2320924
7447,Łagówka,70,50.6984059,21.1598130
7448,Nowa Łagowica,60,50.7074278,21.1641152
7449,Ładna,1535,50.0076842,21.0861114
7450,Łączyn,440,50.6158145,20.2889655
7451,Łączna,780,50.9947888,20.7938149
7452,Łachowce,180,50.4872661,23.8612291
7453,Łabędziów,220,50.7478932,20.6398008
7454,Kwasów,223,50.4244269,21.0344304
7455,Kuźniaki,470,50.9764351,20.3605577
7456,Kuryłówka,1674,50.2991200,22.4681800
7457,Kurozwęki,840,50.5902434,21.1019465
7458,Kunów,3098,50.9541063,21.2788230
7459,Kuby-Młyny,130,50.7703330,20.6673066
7460,Książ Wielki,1917,50.4429446,20.1399453
7461,Książniczki,280,50.1356833,20.0094572
7462,Książnice Wielkie,520,50.1651429,20.5281312
7463,Książnice,323,50.4000000,21.0666667
7464,Książnice,601,50.2629065,21.4281411
7465,Książ Mały,220,50.4395701,20.2095666
7466,Krzywołęcz,190,50.5470852,21.0883201
7467,Krzewica,200,50.4394562,23.8533855
7468,Krzeszówka,190,50.4492243,20.2027912
7469,Krzeczkowice,55,50.6587359,21.5366541
7470,Krzczonowice,270,50.8658188,21.4939083
7471,Krzczonowice,280,50.5108102,21.1008900
7472,Krzcin,578,50.5634659,21.6015466
7473,Krzcięcice,210,50.5857996,20.1764005
7474,Krzątka,2200,50.3974577,21.8406472
7475,Kryszyn,460,50.5686169,23.8084671
7476,Kropidło,330,50.3636988,20.2332665
7477,Królewice,121,50.5930048,21.4261114
7478,Stare Króle,180,50.4361903,22.7557968
7479,Krobielice,220,50.6789800,21.5313200
7480,Kraszków,160,50.8355048,21.2461018
7481,Krasocin,1123,50.8893600,20.1178100
7482,Krasnobród,3075,50.5460046,23.2115593
7483,Kranów,380,50.8092584,20.7757258
7484,Krajno-Parcele,613,50.8796081,20.8401442
7485,Krajków,240,50.9181855,21.0280269
7486,Kozodrza,804,50.1001400,21.6101100
7487,Kozodawy,213,50.7591442,23.9314573
7488,Kozłówek,360,50.9754208,21.6933439
7489,Kozłów,900,50.8265807,20.1623179
7490,Kozłów,1100,50.4832564,20.0246387
7491,Kozłów,550,50.0857250,21.4579832
7492,Koziel,129,50.7518600,20.9675800
7493,Kozia Wieś,250,50.9397457,20.0298242
7494,Koziarnia,616,50.3902032,22.3231938
7495,Kowala,936,50.7984601,20.5731375
7496,Kotuszów,293,50.6072300,21.0726300
7497,Kotlice,120,50.5661264,20.7827369
7498,Kostomłoty Drugie,1522,50.9284791,20.5731913
7499,Kossów,360,50.6974925,20.0250609
7500,Kosowy,844,50.2795650,21.6443925
7501,Kosowice,330,50.8887075,21.2857800
7502,Kościejów,420,50.3282748,20.2664336
7503,Korzenno,116,50.7036534,20.9193805
7504,Korzecko,570,50.8021363,20.4201666
7505,Kornie,140,50.3115123,23.6055694
7506,Kornacice,190,50.8288264,21.4297916
7507,Korczyn,880,50.9279584,20.3406371
7508,Koprzywnica,2575,50.5932218,21.5847266
7509,Koniusza,260,50.1878952,20.2165568
7510,Koniuchy,480,50.7207219,23.6081030
7511,Koniemłoty,675,50.5211718,21.1176046
7512,Konieczno,1200,50.7904000,20.0342700
7513,Koniaczów,500,50.0341000,22.7372900
7514,Konary,420,50.6779487,21.3789476
7515,Komorna,330,50.7218907,21.6015112
7516,Komórki,300,50.7333333,20.7333333
7517,Kolosy,500,50.3206011,20.6130960
7518,Wiązownica-Kolonia,580,50.5862002,21.4005732
7519,Suchowola-Kolonia,490,50.5938459,23.2776948
7520,Stróża-Kolonia,976,50.8995307,22.3001847
7521,Słupia Nadbrzeżna-Kolonia,150,50.9370938,21.8042947
7522,Rzepin-Kolonia,560,50.9692808,21.0910019
7523,Kolonia Polska,310,50.2790463,22.6083120
7524,Kolonia Inwalidzka,354,50.9900045,21.3021717
7525,Kolbuszowa Górna,1800,50.2271888,21.7908035
7526,Kolbuszowa Dolna,1800,50.2552947,21.7643100
7527,Kolbuszowa,9329,50.2433277,21.7754563
7528,Kokotów,1367,50.0139139,20.0963232
7529,Kocmyrzów,700,50.1316347,20.1293350
7530,Koćmierzów,428,50.6506912,21.7123621
7531,Kochów,150,50.7724102,21.3674203
7532,Kobylany,840,50.7636500,21.3456700
7533,Kobło,328,50.8719137,23.9610182
7534,Kobierniki,534,50.6879103,21.7185002
7535,Knapy,599,50.4409385,21.5813431
7536,Kmiczyn,320,50.5476543,23.7825738
7537,Kłyżów,1300,50.5474425,22.1643592
7538,Klonów,270,50.9516580,20.8047681
7539,Klonów,390,50.3358035,20.1791879
7540,Kliszów,260,50.6164912,20.5216504
7541,Kliszów,880,50.3970300,21.3804900
7542,Klimontówek,117,50.5149575,20.0559668
7543,Klimontów,2000,50.6563871,21.4506186
7544,Klimontów,374,50.5171833,20.0370856
7545,Klimontów,1500,50.2163459,20.3145436
7546,Klępie Górne,340,50.4290753,21.0142291
7547,Klęczany,1500,50.0741938,21.7933770
7548,Kleczanów,570,50.7186490,21.5700208
7549,Kielanówka,1081,50.0236332,21.9274091
7550,Kępie,210,50.4574420,21.0384341
7551,Kępa Lubawska,198,50.3259477,21.0464682
7552,Kazimierza Wielka,5748,50.2674890,20.4853308
7553,Kawęczyn,131,50.3313430,20.8858325
7554,Karpiówka,435,50.8932876,22.3140061
7555,Karolinów,207,50.9159337,20.1713586
7556,Karkówka,220,50.7941242,22.1467940
7557,Kaniów,1257,50.9871557,20.6631313
7558,Nowy Kamień,530,50.7000000,21.8000000
7559,Kamień Łukawski,130,50.6897336,21.7834760
7560,Kamieńczyce,80,50.3352167,20.0024557
7561,Kałków,490,50.9603284,21.1697293
7562,Kaliszany,212,50.8299864,21.5287902
7563,Kalina Wielka,520,50.3840894,20.1599583
7564,Kalina-Rędziny,210,50.3522700,20.1076400
7565,Kalina Mała,340,50.3683912,20.1206613
7566,Kajetanów,1221,50.9461463,20.6929724
7567,Kaczyce,240,50.7238152,21.4093803
7568,Jurków,590,50.3628858,20.6409318
7569,Julianów,90,50.8907555,21.6172864
7570,Jugoszów,220,50.6881372,21.5417565
7571,Jeżów,240,50.8648568,21.2121403
7572,Jeżów,208,50.5205220,20.0161070
7573,Jelna,1900,50.2981653,22.3550921
7574,Jeleniów,770,50.8440911,21.1085696
7575,Jędrzejowice,380,50.9153500,21.3265000
7576,Jędrzejów,310,50.9046149,21.4017368
7577,Jędrzejów,15471,50.6394435,20.3046116
7578,Jedlinki,161,50.4064350,22.5484324
7579,Jedle,334,50.9290029,20.2276440
7580,Jazdowice,130,50.3654057,20.3231313
7581,Jaworznia,1100,50.8619509,20.4830303
7582,Jastrzębska Wola,330,50.7192149,21.1806364
7583,Jastków,200,50.8723938,21.5347352
7584,Jasionka,1900,50.1160961,22.0547134
7585,Jasiennik Stary,341,50.4180257,22.4325990
7586,Jasice,186,50.8536697,21.6185159
7587,Jarosławice,410,50.4965406,21.0440521
7588,Januszowice,661,50.2581163,20.0537127
7589,Januszkowice,150,50.5133336,21.0467397
7590,Janiszów,610,50.8232695,21.8819556
7591,Janina,450,50.4996818,20.8380320
7592,Janikowice,181,50.2840842,20.1624728
7593,Janczyce,180,50.7616782,21.2329232
7594,Janaszów,709,50.9916024,20.6276327
7595,Jałowęsy,450,50.8074048,21.3650465
7596,Jakubowice,320,50.8141849,21.6709492
7597,Jakubów,136,50.9095881,20.1657343
7598,Jaksice,490,50.3238575,20.0035681
7599,Jagiełła,1500,50.0941072,22.5683635
7600,Jadwigów,133,50.6340538,20.0148183
7601,Jadachy,1600,50.4937594,21.6791385
7602,Jachimowice,223,50.6280108,21.5470434
7603,Iwierzyce,940,50.0308446,21.7554136
7604,Iwaniska,1300,50.7314289,21.2811110
7605,Ilkowice,520,50.3891596,20.2309692
7606,Igołomia,1100,50.0910823,20.2439888
7607,Huta Szklana,200,50.8592727,21.0215547
7608,Huta Jabłonowa,55,50.9888225,20.2167314
7609,Hurcze,127,50.1555300,23.0795500
7610,Hucisko,370,50.9677874,20.3984023
7611,Hucisko,90,50.8742064,21.0463716
7612,Hucisko,454,50.2025350,21.6778537
7613,Hucina,426,50.2555000,21.6362048
7614,Hubinek,280,50.4461105,23.7008530
7615,Hrebenne,209,50.2829015,23.5797971
7616,Horyszów,650,50.7475379,23.6062138
7617,Hołużne,140,50.8630068,23.5743062
7618,Hedwiżyn,687,50.5840600,22.8112200
7619,Harmoniny,60,50.3242037,20.8278037
7620,Gwizdów,617,50.1924063,22.3399299
7621,Gumienice,510,50.6817737,20.7676482
7622,Grzymała,230,50.5378763,20.9621309
7623,Grzybów,320,50.6772447,21.2902402
7624,Grzybów,237,50.5332712,21.0914386
7625,Grzęska,3000,50.0820178,22.4559083
7626,Gryzikamień,130,50.7041135,21.2567471
7627,Grotniki Małe,347,50.3129387,20.8379796
7628,Grotniki Duże,193,50.3016036,20.8133431
7629,Gromadzice,500,50.8821961,21.3473090
7630,Grodzisko Dolne,1700,50.1637598,22.4596076
7631,Grodkowice,390,49.9750472,20.2682594
7632,Grocholice,180,50.8696655,21.4361356
7633,Grochocice,190,50.8154841,21.6341251
7634,Grązów,58,50.5566233,20.1033738
7635,Grabownica,220,50.9154898,20.2556053
7636,Grabowiec-Góra,650,50.8121890,23.5588339
7637,Grabowica,191,50.3744159,21.1030543
7638,Grabków,430,50.9183919,21.0186627
7639,Grabki Duże,391,50.5877849,20.9540426
7640,Grabie,1500,50.0380884,20.1352918
7641,Goździelin,600,50.9080088,21.4244495
7642,Gorzyczany,508,50.6372910,21.6101140
7643,Gorzków,220,50.6868447,21.2451145
7644,Góry Miechowskie,28,50.3596459,20.1800468
7645,Górno,2003,50.8485900,20.8224400
7646,Szczukowskie Górki,410,50.8823588,20.5239325
7647,Górka Kościejowska,180,50.3131630,20.2553906
7648,Góra Ropczycka,1800,50.0531812,21.6826615
7649,Góra Motyczna,1000,50.0922353,21.3711002
7650,Gorajec,140,50.2691522,23.2050181
7651,Gołoszyce,280,50.7989733,21.2916371
7652,Goliszowiec,140,50.6552659,22.0965170
7653,Gołębiów,250,50.7258679,21.5240207
7654,Gojców,260,50.7565826,21.4156329
7655,Godów,510,50.9666726,21.1877210
7656,Gnojnica,2100,50.0393202,21.6538187
7657,Gnieździska,870,50.8693228,20.2716756
7658,Gniewięcin,513,50.5351002,20.0673230
7659,Gnieszowice,570,50.6057300,21.5455200
7660,Głupczów,180,50.3158898,20.2800310
7661,Głogów Małopolski,6117,50.1511809,21.9627571
7662,Gliny,45,50.4482454,22.7354886
7663,Gliniany,320,50.9278702,21.6320582
7664,Glewiec,260,50.1352481,20.2346006
7665,Gierczyce,449,50.8059265,21.5296648
7666,Giebułtów,250,50.4045299,20.1705173
7667,Gęsice,236,50.7429239,21.1040674
7668,Dębica,46854,50.0514601,21.4104804
7669,Gawłuszowice,700,50.4138303,21.3817255
7670,Gałęzice,380,50.8438153,20.4152065
7671,Gaj Koniemłocki,80,50.5253610,21.1381795
7672,Gace Słupieckie,241,50.3656382,21.1510610
7673,Fanisławiczki,153,50.8837665,20.3123752
7674,Fanisławice,365,50.8898087,20.3168491
7675,Faliszowice,195,50.6580587,21.5661066
7676,Falęcin Nowy,140,50.4579912,20.9564167
7677,Ewelinów,166,50.9499674,20.1507154
7678,Eustachów,370,50.9319607,20.2658299
7679,Stary Dzików,1320,50.2466301,22.9297970
7680,Dzikowiec,1400,50.2683524,21.8543623
7681,Dziewięcioły,230,50.3015626,20.1802779
7682,Dziewiątle,210,50.6967179,21.2018763
7683,Dziesławice,260,50.4734378,20.9692893
7684,Dzierszyn,170,50.5902742,20.4214798
7685,Dzierdziówka,507,50.6503618,21.9329220
7686,Dzierążnia,430,50.5698739,23.4506501
7687,Dziekanów,578,50.8393800,23.9097673
7688,Działoszyce,981,50.3654682,20.3521471
7689,Dziaduszyce,180,50.3845383,20.2677265
7690,Dyniska,270,50.4169488,23.7085083
7691,Dymitrów Duży,345,50.4805332,21.5195981
7692,Dyminy,160,50.8097431,20.6520409
7693,Dybków,37,50.1685031,22.6215816
7694,Duranów,260,50.9654775,21.6276562
7695,Duraczów,88,50.7517786,21.1205891
7696,Drzenkowice,70,50.8694612,21.4610095
7697,Drygulec,375,50.8721590,21.5748825
7698,Drwinia,600,50.0980915,20.4420098
7699,Drugnia Rządowa,190,50.6683319,20.8302004
7700,Drugnia,310,50.6559280,20.8449929
7701,Drogowle,136,50.6898966,20.9844708
7702,Drochów Górny,180,50.6927496,20.5727574
7703,Drochów Dolny,180,50.6960653,20.5802331
7704,Domatków,1400,50.2031228,21.7429544
7705,Domaszowice,1054,50.8780956,20.6850768
7706,Domaradzice,250,50.6674435,21.3455229
7707,Doły Biskupie,483,50.9705671,21.2113980
7708,Dobrzeszów,376,50.9794576,20.3309956
7709,Dobruchna,250,50.8755604,21.1822543
7710,Dobrocice,100,50.7530400,21.5869800
7711,Dobcza,250,50.2288885,22.7407356
7712,Dmosice,258,50.6090663,21.4848315
7713,Dereźnia-Zagrody,526,50.5092837,22.6842458
7714,Dereźnia Majdańska,285,50.4927356,22.7076921
7715,Denkówek,980,50.9168176,21.4130489
7716,Dębska Wola,650,50.7180782,20.5953507
7717,Dębów,1244,50.0447973,22.4359552
7718,Daromin,480,50.7708010,21.6169021
7719,Dańczypol,25,50.8188347,23.5781860
7720,Daleszyce,2932,50.8019910,20.8066334
7721,Dalechowy,180,50.6088712,20.3779020
7722,Dacharzów,190,50.7315800,21.6456800
7723,Dąbrówka Wisłocka,750,50.1622692,21.3351025
7724,Dąbrowa Tarnowska,11846,50.1743495,20.9850707
7725,Czyżów,358,50.7430887,21.0098787
7726,Czyżów,430,50.4831695,20.9985456
7727,Czuszów,706,50.2553713,20.3475667
7728,Czostków,698,50.8517617,20.1570367
7729,Częstoszowice,140,50.4287268,20.1517911
7730,Czerwona Wola,483,50.1404334,22.6852953
7731,Czerwona Góra,190,50.8481556,21.3109803
7732,Czernica,200,50.6091759,21.1405309
7733,Czerce,443,50.1646378,22.6694152
7734,Czechówka,116,50.8595166,23.5424490
7735,Czarzyzna,300,50.3808085,21.1915675
7736,Czartoszowy,208,50.9051554,20.2526469
7737,Czarna Glina,20,50.9367465,21.5071892
7738,Czaplów,420,50.8388225,20.9511826
7739,Czałczyn,289,50.9723624,20.2412479
7740,Czajęcice,250,50.8841575,21.1881768
7741,Cmolas,4000,50.2949380,21.7444047
7742,Ćmińsk,1968,50.9844445,20.5405892
7743,Ćmielów,3157,50.8918364,21.5100875
7744,Ciszyca,343,50.5842893,21.6435450
7745,Cisia Wola,200,50.4185525,20.1209587
7746,Ciosowa,390,50.9482000,20.5349900
7747,Cieszkowy,250,50.3289320,20.5311397
7748,Cieszanów,1975,50.2454329,23.1301265
7749,Cierpisz,828,50.0158397,22.1654347
7750,Cierno-Żabieniec,480,50.6770767,20.1882086
7751,Cierchy,323,50.9778055,20.4784642
7752,Cieplice,740,50.2534414,22.6201019
7753,Ciekoty,510,50.9169944,20.8033442
7754,Ciecierze,80,50.5923611,20.7662678
7755,Ciborowice,150,50.1879271,20.3605982
7756,Chybice,430,50.9263850,21.1041228
7757,Chwaścice,160,50.6444556,20.4307201
7758,Chrząstów,666,50.3544000,21.4041800
7759,Chrzanów,241,50.4028616,20.9957452
7760,Chroberz,964,50.4224480,20.5558784
7761,Chotylub,530,50.2400020,23.2322392
7762,Chotowa,618,50.0277096,21.3035915
7763,Chotów,184,50.9069692,20.0412640
7764,Chotelek,281,50.4377219,20.6938344
7765,Chorzelów,2728,50.3283855,21.4359549
7766,Chorupnik,470,50.9357680,22.9938662
7767,Chomentówek,170,50.5628604,20.6660518
7768,Chodakówka,150,49.9815978,22.3262556
7769,Chocimów,336,50.9376587,21.2481315
7770,Chobrzany,567,50.6410615,21.5789949
7771,Chmielowice,310,50.7087960,20.5554457
7772,Chmielów,920,50.9410901,21.3257010
7773,Chmielów,2,50.5155200,21.6692500
7774,Chłopiatyn,163,50.4476493,23.9730942
7775,Chlewice,759,50.6541299,20.0020308
7776,Chełmce,1000,50.9313692,20.4938178
7777,Chańcza,441,50.6458054,21.0722768
7778,Chałupki,300,50.7003564,20.6005759
7779,Chałupki,230,50.5196196,20.9464025
7780,Cewków,1800,50.2523823,22.8706203
7781,Cerekiew,328,50.0891985,20.5000365
7782,Celiny,66,50.6912149,20.9148428
7783,Celiny,340,50.6526892,20.6971906
7784,Cedzyna,830,50.8678713,20.7208979
7785,Ceber,200,50.6855744,21.2228354
7786,Caców,120,50.6989184,20.1943892
7787,Bystrojowice,89,50.6541395,21.5911666
7788,Bydłowa,90,50.4698795,21.1230214
7789,Buszkowice,220,50.8537482,21.5262810
7790,Buszków,250,50.3814198,20.2941820
7791,Busko-Zdrój,16694,50.4675900,20.7191900
